s,x,y,yaw,curvature,v_ref,width_left,width_right
16.198822000,3.934286000,3.967429000,-2.800335307,0.370462117,3.736911000,0.362180000,0.913413000
16.298814000,3.840684000,3.932269000,-2.764631307,0.343732680,3.814516000,0.373679000,0.892985000
16.398807000,3.748345000,3.893913000,-2.731613307,0.316852426,3.893454000,0.384927000,0.875757000
16.498800000,3.657267000,3.852651000,-2.701249307,0.290477727,3.973700000,0.394766000,0.855184000
16.598793000,3.567425000,3.808761000,-2.673549307,0.263420673,4.054894000,0.407994000,0.838734000
16.698785000,3.478770000,3.762520000,-2.648550307,0.236580079,4.137001000,0.418932000,0.823882000
16.798778000,3.391232000,3.714194000,-2.626237307,0.210017673,4.219864000,0.432063000,0.805344000
16.898771000,3.304729000,3.664041000,-2.606538307,0.184157402,4.303256000,0.446956000,0.789675000
16.998763000,3.219163000,3.612303000,-2.589401307,0.158552397,4.386802000,0.460254000,0.775075000
17.098756000,3.134428000,3.559215000,-2.574825307,0.132959494,4.470301000,0.472887000,0.755299000
17.198749000,3.050406000,3.505005000,-2.562811307,0.107328623,4.553510000,0.484618000,0.737404000
17.298742000,2.966970000,3.449896000,-2.553367307,0.081636179,4.636169000,0.495452000,0.720186000
17.398734000,2.883987000,3.394108000,-2.546494307,0.055813106,4.717964000,0.508321000,0.691692000
17.498727000,2.801317000,3.337858000,-2.542195307,0.030098014,4.798547000,0.521977000,0.664342000
17.598720000,2.718816000,3.281359000,-2.540474307,0.004326916,4.877534000,0.535511000,0.638122000
17.698713000,2.636339000,3.224824000,-2.541330307,-0.021526169,4.954291000,0.545198000,0.614436000
17.798705000,2.553741000,3.168467000,-2.544786307,-0.047601752,5.027886000,0.550113000,0.590896000
17.898698000,2.470876000,3.112504000,-2.550859307,-0.073814257,5.097722000,0.555592000,0.562772000
17.998691000,2.387600000,3.057154000,-2.559550307,-0.100030232,5.163099000,0.561707000,0.527841000
18.098683000,2.303775000,3.002640000,-2.570856307,-0.126179097,5.220231000,0.563890000,0.492213000
18.198676000,2.219269000,2.949188000,-2.584778307,-0.152283336,5.111124000,0.567466000,0.457488000
18.298669000,2.133959000,2.897029000,-2.601317307,-0.178354831,5.007920000,0.572763000,0.421554000
18.398662000,2.047733000,2.846400000,-2.620410307,-0.203355502,4.911297000,0.570831000,0.390897000
18.498654000,1.960496000,2.797535000,-2.642011307,-0.228624424,4.822690000,0.567885000,0.369758000
18.598647000,1.872165000,2.750677000,-2.666129307,-0.251176253,4.743678000,0.567502000,0.346503000
18.698640000,1.782685000,2.706052000,-2.692003307,-0.264250509,4.665066000,0.562715000,0.343813000
18.798633000,1.692058000,2.663807000,-2.718970307,-0.275278526,4.586725000,0.556395000,0.351980000
18.898625000,1.600302000,2.624072000,-2.747057307,-0.283510947,4.508052000,0.553235000,0.357603000
18.998618000,1.507457000,2.586954000,-2.775411307,-0.281176919,4.549054000,0.549715000,0.367639000
19.098611000,1.413606000,2.552461000,-2.803272307,-0.276134280,4.589573000,0.547170000,0.377235000
19.198603000,1.318838000,2.520572000,-2.830660307,-0.273070415,4.627273000,0.547809000,0.384329000
19.298596000,1.223234000,2.491282000,-2.857994307,-0.274904840,4.600765000,0.545018000,0.391758000
19.398589000,1.126862000,2.464631000,-2.885649307,-0.278336662,4.572236000,0.541980000,0.397210000
19.498582000,1.029785000,2.440672000,-2.913653307,-0.276318118,4.549794000,0.542144000,0.400170000
19.598574000,0.932083000,2.419404000,-2.940417307,-0.254396686,4.596747000,0.533840000,0.400244000
19.698567000,0.833872000,2.400628000,-2.964515307,-0.227640706,4.650426000,0.524439000,0.397954000
19.798560000,0.735258000,2.384092000,-2.985960307,-0.212614520,4.613637000,0.517716000,0.393549000
19.898553000,0.636314000,2.369656000,-3.008064307,-0.239029519,4.508192000,0.509196000,0.395923000
19.998545000,0.537055000,2.357589000,-3.033760307,-0.274925391,4.413708000,0.502160000,0.397195000
20.098538000,0.437503000,2.348255000,-3.063067307,-0.299895776,4.332069000,0.498182000,0.396016000
20.198531000,0.337715000,2.341910000,-3.092673307,-0.282904688,4.383215000,0.495645000,0.390747000
20.298523000,0.237787000,2.338390000,-3.119665307,-0.257115593,4.440304000,0.496120000,0.382607000
20.398516000,0.137801000,2.337440000,3.139110000,-0.237146734,4.501931000,0.499411000,0.371999000
20.498509000,0.037821000,2.338861000,3.115539000,-0.239126429,4.565058000,0.498513000,0.363410000
20.598502000,-0.062097000,2.342672000,3.091272000,-0.246265682,4.622955000,0.500294000,0.353562000
20.698494000,-0.161890000,2.348942000,3.066300000,-0.250158616,4.675677000,0.503838000,0.341431000
20.798487000,-0.261495000,2.357706000,3.041532000,-0.242647126,4.725454000,0.497930000,0.350686000
20.898480000,-0.360859000,2.368884000,3.017774000,-0.232620888,4.775951000,0.494772000,0.362038000
20.998472000,-0.459936000,2.382370000,2.995012000,-0.228300502,4.754455000,0.494478000,0.371245000
21.098465000,-0.558679000,2.398114000,2.971585000,-0.245105742,4.663565000,0.498653000,0.379808000
21.198458000,-0.657006000,2.416273000,2.945992000,-0.266850168,4.578841000,0.505646000,0.386236000
21.298451000,-0.754814000,2.437049000,2.918214000,-0.277557111,4.500037000,0.513409000,0.390206000
21.398443000,-0.852007000,2.460531000,2.891534000,-0.246539452,4.547915000,0.513104000,0.382375000
21.498436000,-0.948593000,2.486402000,2.868904000,-0.206095560,4.606623000,0.515559000,0.371607000
21.598429000,-1.044626000,2.514258000,2.850306000,-0.177074372,4.672589000,0.518583000,0.359632000
21.698422000,-1.140151000,2.543810000,2.832474000,-0.189055750,4.739237000,0.515773000,0.354423000
21.798414000,-1.235099000,2.575162000,2.812490000,-0.210653364,4.798235000,0.515022000,0.347486000
21.898407000,-1.329366000,2.608507000,2.790353000,-0.224661794,4.848776000,0.516049000,0.342302000
21.998400000,-1.422860000,2.643961000,2.768257000,-0.210920634,4.896810000,0.514608000,0.343258000
22.098392000,-1.515586000,2.681379000,2.748154000,-0.191203019,4.948727000,0.515509000,0.342257000
22.198385000,-1.607580000,2.720563000,2.730029000,-0.170875811,5.003684000,0.518402000,0.345458000
22.298378000,-1.698891000,2.761313000,2.714017000,-0.148960048,5.061021000,0.515914000,0.352883000
22.398371000,-1.789586000,2.803419000,2.700253000,-0.126389733,5.120682000,0.515049000,0.358939000
22.498363000,-1.879742000,2.846668000,2.688737000,-0.103461596,5.182026000,0.515532000,0.372055000
22.598356000,-1.969445000,2.890847000,2.679606000,-0.078721915,5.244480000,0.508674000,0.387849000
22.698349000,-2.058798000,2.935731000,2.672984000,-0.053719478,5.307736000,0.501458000,0.402996000
22.798342000,-2.147908000,2.981094000,2.668872000,-0.028670240,5.371140000,0.494884000,0.425437000
22.898334000,-2.236889000,3.026713000,2.667238000,-0.004116576,5.434058000,0.487537000,0.449343000
22.998327000,-2.325850000,3.072368000,2.668053000,0.020487053,5.495632000,0.479933000,0.473468000
23.098320000,-2.414905000,3.117841000,2.671318000,0.044817829,5.427935000,0.472215000,0.496952000
23.198312000,-2.504162000,3.162914000,2.677038000,0.069597313,5.303190000,0.465899000,0.521157000
23.298305000,-2.593731000,3.207365000,2.685218000,0.094021087,5.179560000,0.459887000,0.546470000
23.398298000,-2.683714000,3.250972000,2.695858000,0.118683886,5.057785000,0.453043000,0.567177000
23.498291000,-2.774208000,3.293508000,2.708953000,0.143341916,4.938460000,0.445075000,0.589525000
23.598283000,-2.865301000,3.334742000,2.724504000,0.167732974,4.822105000,0.435801000,0.613845000
23.698276000,-2.957074000,3.374443000,2.742514000,0.192442102,4.709137000,0.425051000,0.636907000
23.798269000,-3.049592000,3.412370000,2.762983000,0.217007379,4.599941000,0.413126000,0.662675000
23.898262000,-3.142912000,3.448281000,2.785926000,0.241901999,4.494905000,0.399509000,0.691603000
23.998254000,-3.237072000,3.481924000,2.811351000,0.266612201,4.394335000,0.383753000,0.704561000
24.098247000,-3.332095000,3.513045000,2.839238000,0.291237329,4.298373000,0.376409000,0.720935000
24.198240000,-3.427984000,3.541386000,2.869599000,0.316008414,4.207565000,0.367300000,0.741267000
24.298232000,-3.524719000,3.566683000,2.902460000,0.338377921,4.122088000,0.357961000,0.734462000
24.398225000,-3.622254000,3.588693000,2.936998000,0.350379040,4.063210000,0.352401000,0.730108000
24.498218000,-3.720500000,3.607273000,2.972533000,0.360619808,4.003346000,0.343758000,0.730145000
24.598211000,-3.819352000,3.622299000,3.009117000,0.368314341,3.946430000,0.343297000,0.714895000
24.698203000,-3.918690000,3.633675000,3.045962000,0.366369461,3.970741000,0.344442000,0.702267000
24.798196000,-4.018378000,3.641405000,3.082392000,0.362529464,3.992655000,0.344885000,0.694334000
24.898189000,-4.118281000,3.645517000,3.118459000,0.358985864,4.011953000,0.350816000,0.674883000
24.998182000,-4.218267000,3.646041000,-3.129010307,0.355315243,4.033158000,0.353598000,0.657032000
25.098174000,-4.318209000,3.643013000,-3.093640307,0.352292464,4.052241000,0.370890000,0.643736000
25.198167000,-4.417982000,3.636467000,-3.058572307,0.349283724,4.068862000,0.387091000,0.624790000
25.298160000,-4.517466000,3.626441000,-3.023756307,0.347190201,4.082429000,0.407249000,0.605559000
25.398152000,-4.616542000,3.612968000,-2.989145307,0.345302114,4.093704000,0.429375000,0.590716000
25.498145000,-4.715093000,3.596083000,-2.954699307,0.344054165,4.102226000,0.448236000,0.571340000
25.598138000,-4.813006000,3.575818000,-2.920311307,0.344069446,4.101120000,0.474859000,0.546927000
25.698131000,-4.910164000,3.552197000,-2.885885307,0.344601837,4.097512000,0.499187000,0.526886000
25.798123000,-5.006450000,3.525243000,-2.851379307,0.345609720,4.091481000,0.520223000,0.505444000
25.898116000,-5.101748000,3.494978000,-2.816760307,0.346955955,4.083577000,0.544509000,0.481784000
25.998109000,-5.195938000,3.461426000,-2.781990307,0.348695134,4.073307000,0.568001000,0.462437000
26.098102000,-5.288901000,3.424611000,-2.747030307,0.350916857,4.060529000,0.588251000,0.449666000
26.198094000,-5.380516000,3.384557000,-2.711770307,0.354703015,4.037758000,0.605365000,0.441914000
26.298087000,-5.470652000,3.341280000,-2.676097307,0.358982242,4.012217000,0.612648000,0.440560000
26.398080000,-5.559177000,3.294796000,-2.639960307,0.362862091,3.985672000,0.616658000,0.451047000
26.498072000,-5.645958000,3.245131000,-2.603626307,0.363067306,3.988807000,0.617839000,0.465865000
26.598065000,-5.730879000,3.192349000,-2.567335307,0.362898914,3.990435000,0.616201000,0.475527000
26.698058000,-5.813829000,3.136521000,-2.531058307,0.366929867,3.935984000,0.607355000,0.488102000
26.798051000,-5.894675000,3.077688000,-2.493591307,0.385969216,3.842188000,0.594263000,0.501741000
26.898043000,-5.973190000,3.015780000,-2.453832307,0.409624280,3.748931000,0.578238000,0.514383000
26.998036000,-6.049104000,2.950709000,-2.411674307,0.416194013,3.654972000,0.559072000,0.532300000
27.098029000,-6.122245000,2.882536000,-2.372157307,0.360138053,3.721151000,0.542482000,0.569303000
27.198022000,-6.192886000,2.811772000,-2.339661307,0.289937895,3.651302000,0.522896000,0.616639000
27.298014000,-6.261447000,2.738989000,-2.314150307,0.256829149,3.487795000,0.499623000,0.666775000
27.398007000,-6.328116000,2.664470000,-2.285082307,0.353338592,3.325556000,0.477040000,0.713832000
27.498000000,-6.392109000,2.587645000,-2.243444307,0.480040981,3.185186000,0.454036000,0.769537000
27.597992000,-6.452339000,2.507842000,-2.189097307,0.571683342,3.073438000,0.428340000,0.840341000
27.697985000,-6.507910000,2.424730000,-2.132243307,0.537825006,3.156095000,0.413859000,0.931143000
27.797978000,-6.558935000,2.338748000,-2.081525307,0.477405445,3.245761000,0.399758000,1.032979000
27.897971000,-6.605800000,2.250427000,-2.036710307,0.437912240,3.340965000,0.381052000,1.096688000
27.997963000,-6.648754000,2.160139000,-1.992232307,0.467618359,3.406012000,0.372803000,1.135475000
